1,Background,OutdoorsInCity,,,,,
670,Text,Prelude,お、折れた？,,,,
680,Text,Triad,まだだ,,,,
690,Text,,TriadはSymphonyへ近づく。,,,,
700,Text,,そして彼女のヘッドセットへ触れる。,,,,
710,Text,Triad,Symphony,,,,
720,Text,Triad,お前は一人で戦ってるわけじゃない,,,,
730,Text,Symphony,……,,,,
740,Text,Triad,忘れるな,,,,
750,Text,,短い沈黙。,,,,
760,Text,,Symphonyは静かに頷く。,,,,
770,Text,Triad,……よし。行政中央区へのSymphony単独潜入作戦の会議を始める,,,,
780,Text,Prelude,お？,,,,
790,Text,,その瞬間。,,,,
800,Text,,皆が一斉に動き出した。,,,,
810,Text,被検体3号,作戦室に移動するわよ,,,,
820,Text,被検体2号,ルートの選定を始めるぞ,,,,
830,Text,Prelude,ちょっと待って。ボクも行く,,,,
840,Text,,TriadとSymphonyが動きを止めて、Preludeを凝視した。,,,,
850,Text,Triad,お前もか？,,,,
860,Text,Prelude,一人増えたぐらいなら大丈夫でしょ。Symphonyの支援に回るよ,,,,
870,Text,Symphony,いいの？　死ぬかもよ,,,,
880,Text,Prelude,よくはないかなぁ。でも、心配だから。俺だってカペリメイステルを壊滅させたいしさ！,,,,
890,Text,,Triadが腕を組んで唸った。,,,,
900,Text,Triad,……そうだな。そういうことなら、分かった。Preludeの同行を許可する。Symphonyもそれでいいな？,,,,
910,Text,,彼女はすっと頷いた。,,,,
920,Text,Symphony,まぁ、問題ないと思う,,,,
930,Text,Prelude,よし！,,,,
940,Text,Symphony,Prelude,,,,
950,Text,Prelude,ん？,,,,
960,Text,Symphony,……ありがとう,,,,
970,Text,,滅多に感情を見せない彼女が照れくさそうにする。,,,,
980,Text,,Preludeは嬉しそうにくしゃっと微笑んだ。,,,,
990,Text,Prelude,おう！,,,,
1000,Text,,Symphonyは無言のまま、自分の装備へ視線を落とす。,,,,
1010,Text,,黒いヘッドセット。,,,,
1020,Text,,kill Chord。,,,,
1030,Text,,OKB-713が生み出した呪い。,,,,
1040,Text,Symphony,……待ってろ,,,,
1050,Text,,誰にも聞こえないほど小さな声。,,,,
1060,Text,Symphony,今度こそ、終わらせる,,,,
