1880,Portrait,Center,Triad,0,-90,1,TRUE
1890,Fade,0,1,0.2,PortraitCenter,,
1900,Text,Triad,……なんだ？,,,,
1910,Fade,1,0,0.2,PortraitCenter,,
1920,Portrait,Center,依頼人,0,-90,1,TRUE
1930,Fade,0,1,0.2,PortraitCenter,,
1940,Text,依頼人,カペリメイステルの動きを捉えた,,,,
1950,Fade,1,0,0.2,PortraitCenter,,
1960,Text,,Symphonyが視線を上げる。その名を聞いて、空気が変わった。,,,,
1970,Portrait,Center,Triad,0,-90,1,TRUE
1980,Fade,0,1,0.2,PortraitCenter,,
1990,Text,Triad,……カペリメイステルだと,,,,
2000,Fade,1,0,0.2,PortraitCenter,,
2010,Portrait,Center,依頼人,0,-90,1,TRUE
2020,Fade,0,1,0.2,PortraitCenter,,
2030,Text,依頼人,ああ。北カフカス自治共和国……行政中央区市街地の地下に、彼らが放棄した研究施設があるという情報を掴んだ,,,,
2040,Fade,1,0,0.2,PortraitCenter,,
2050,Text,,彼女の目が僅かに揺れる。,,,,
2060,Fade,0,1,0.2,PortraitCenter,,
2070,Text,依頼人,そして、現在旧連邦軍がその施設を接収しようとしているらしい。現地は既に連邦軍によって占拠されているようだ,,,,
2080,Fade,1,0,0.2,PortraitCenter,,
2090,Fade,0,1,0.2,PortraitLeft,,
2100,Text,Prelude,……マジかよ,,,,
2110,Fade,1,0,0.2,PortraitLeft,,
2120,Portrait,Center,Symphony,0,-90,1,TRUE
2130,Fade,0,1,0.2,PortraitCenter,,
2140,Text,Symphony,カペリメイステル……,,,,
2150,Fade,1,0,0.2,PortraitCenter,,
2160,Text,,彼女の脳裏に炎がよぎる。,,,,
2170,Text,,燃える孤児院。,,,,
2180,Text,,崩れ落ちる天井。,,,,
2190,Text,,壁や床に飛散した血液。,,,,
2200,Text,,孤児院「Armonioso」,,,,
2210,Text,,自分の家同然だった心の拠り所。,,,,
2220,Text,,そして――。,,,,
2230,Text,,黒煙の中でこちらを覗く、赤い瞳。,,,,
2240,Fade,0,1,0.2,PortraitCenter,,
2250,Text,Symphony,……殺す,,,,
2260,Fade,1,0,0.2,PortraitCenter,,
2270,Fade,0,1,0.2,PortraitLeft,,
2280,Text,Prelude,Symphony……？,,,,
2290,Fade,1,0,0.2,PortraitLeft,,
2300,Fade,0,1,0.2,PortraitCenter,,
2310,Text,Symphony,奴らは……私が殺す,,,,
2320,Fade,1,0,0.2,PortraitCenter,,
2330,Portrait,Center,Triad,0,-90,1,TRUE
2340,Fade,0,1,0.2,PortraitCenter,,
2350,Text,Triad,……,,,,
2360,Fade,1,0,0.2,PortraitCenter,,
2370,Text,,Triadは葉巻へ火をつける。,,,,
2380,Text,,そして静かに言った。,,,,
2390,Fade,0,1,0.2,PortraitCenter,,
2400,Text,Triad,行くぞ、ZeroDivide,,,,
2430,Text,Triad,カペリメイステルは俺たちの手で壊滅させる。俺たちを兵器としてしか見ていない奴らに、この痛みを教えてやろう,,,,
2440,Fade,1,0,0.2,PortraitCenter,,
2450,Fade,1,0,1,BackGround,,
